birthplace,plays,name,weight,url,country,height,date_of_birth,current_rank,previous_rank,residence,tournaments,points
,,Sebastian Wagner,,http://www.atpworldtour.com/en/players/sebastian-wagner/w680/overview,GER,,1992.01.29,1566,1571,,3,2
Toyama,"Right-Handed, Two-Handed Backhand",Kazuya Tamura,168,http://www.atpworldtour.com/en/players/kazuya-tamura/ta48/overview,JPN,185,1989.11.02,1566,1571,Yatsuomachi Toyama City,3,2
,,Joan Soler,,http://www.atpworldtour.com/en/players/joan-soler/sp84/overview,FRA,,1990.08.18,1566,1571,,3,2
"Podgorica, Montenegro",,Igor Saveljic,,http://www.atpworldtour.com/en/players/igor-saveljic/st56/overview,MNE,,1995.08.17,1566,1571,"Right-Handed, Two-Handed Backhand",3,2
,,Thomas Otu,,http://www.atpworldtour.com/en/players/thomas-otu/o673/overview,NGR,,1993.11.30,1566,1571,,3,2
,,Digvijay Singh Mehta,,http://www.atpworldtour.com/en/players/digvijay-singh-mehta/sn56/overview,IND,,1994.08.01,1566,1571,"Right-Handed, Two-Handed Backhand",3,2
,,Goncalo Pereira,,http://www.atpworldtour.com/en/players/goncalo-pereira/pc37/overview,POR,,1984.09.06,1566,1571,,3,2
,,Oliver Mrose,,http://www.atpworldtour.com/en/players/oliver-mrose/mt17/overview,SUI,,1993.08.02,1566,1571,,3,2
,,Wojciech Lutkowski,,http://www.atpworldtour.com/en/players/wojciech-lutkowski/lb88/overview,POL,,1992.02.19,1566,1571,Right-Handed,3,2
,,Jurij Rodionov,,http://www.atpworldtour.com/en/players/jurij-rodionov/r09x/overview,AUT,,1999.05.16,1566,1571,,3,2
,,Moein Mohammadi,,http://www.atpworldtour.com/en/players/moein-mohammadi/m09p/overview,IRI,,1991.05.22,1566,1571,"Right-Handed, Two-Handed Backhand",3,2
,,Mitchell Thomas Mcdaniels,,http://www.atpworldtour.com/en/players/mitchell-thomas-mcdaniels/m0an/overview,USA,,1992.01.07,1566,1571,,3,2
"Puerto Vallarta, Mexico","Right-Handed, Two-Handed Backhand",Gerardo Lopez Villasenor,198,http://www.atpworldtour.com/en/players/gerardo-lopez-villasenor/lg87/overview,MEX,193,1995.05.12,1566,1571,"Puerto Vallarta, Mexico",3,2
Bern,Left-Handed,Luca Keist,143,http://www.atpworldtour.com/en/players/luca-keist/ki61/overview,SUI,180,1998.04.21,1566,1571,Liestal,3,2
,,Ryan Lipman,,http://www.atpworldtour.com/en/players/ryan-lipman/lb19/overview,USA,,1990.10.10,1566,1571,,3,2
,,Michal Milko,,http://www.atpworldtour.com/en/players/michal-milko/mk04/overview,SVK,,1985.02.26,1566,1571,,3,2
,,Karim Kadry,,http://www.atpworldtour.com/en/players/karim-kadry/kc37/overview,EGY,,1991.10.01,1566,1571,"Right-Handed, Two-Handed Backhand",3,2
Hong Kong,"Right-Handed, Two-Handed Backhand",Jack Jaede,172,http://www.atpworldtour.com/en/players/jack-jaede/j708/overview,AUS,188,1977.11.14,1566,1571,"Brisbane, Australia",3,2
,,Alejandro Garcia Saez,,http://www.atpworldtour.com/en/players/alejandro-garcia-saez/gj40/overview,ESP,,1995.08.13,1566,1571,,3,2
,,Sergio Luis Hernandez Ramirez,,http://www.atpworldtour.com/en/players/sergio-luis-hernandez-ramirez/hh08/overview,COL,,1999.08.28,1566,1571,Right-Handed,3,2
,,Tihomir Grozdanov,,http://www.atpworldtour.com/en/players/tihomir-grozdanov/g925/overview,BUL,,1987.04.29,1566,1571,,3,2
,,Catalin-Ionut Gard,,http://www.atpworldtour.com/en/players/catalin-ionut-gard/g493/overview,ROU,,1981.07.10,1566,1546,"Right-Handed, One-Handed Backhand",3,2
,,Katsushi Fukuda,,http://www.atpworldtour.com/en/players/katsushi-fukuda/f334/overview,JPN,,1976.04.14,1566,1571,Right-Handed,3,2
,,Filip Duda,,http://www.atpworldtour.com/en/players/filip-duda/d0a3/overview,CZE,,1998.09.30,1566,1571,,3,2
,,Eugenio Gaston Gastien,,http://www.atpworldtour.com/en/players/eugenio-gaston-gastien/gh23/overview,ARG,,1994.11.01,1566,1571,,3,2
,,Tarek El Esawy,,http://www.atpworldtour.com/en/players/tarek-el-esawy/e735/overview,EGY,,1990.07.19,1566,1571,Right-Handed,3,2
,,Mislav Bosnjak,,http://www.atpworldtour.com/en/players/mislav-bosnjak/bu58/overview,AUS,,1998.06.04,1566,1571,,3,2
"Hobart, Australia","Right-Handed, Two-Handed Backhand",Edward Bourchier,178,http://www.atpworldtour.com/en/players/edward-bourchier/bf49/overview,AUS,188,1988.11.14,1566,1571,"Hobart, Australia",3,2
"Istanbul, Turkey","Right-Handed, Two-Handed Backhand",Tuna Altuna,176,http://www.atpworldtour.com/en/players/tuna-altuna/a764/overview,TUR,185,1989.01.30,1566,1571,"Istanbul, Turkey",3,2
,,Tomas Charlos,,http://www.atpworldtour.com/en/players/tomas-charlos/c09b/overview,GER,,1995.09.03,1566,1571,,3,2
,,Wouter Adriaansen,,http://www.atpworldtour.com/en/players/wouter-adriaansen/ad55/overview,NED,,1992.08.10,1566,1571,,3,2
,,Dong-Whee Choi,,http://www.atpworldtour.com/en/players/dong-whee-choi/c797/overview,KOR,,1986.05.28,1600,1607,,4,2
,,Mitchell Stewart,,http://www.atpworldtour.com/en/players/mitchell-stewart/sz26/overview,USA,,1995.09.02,1601,1608,,4,2
,,Luis Valero,,http://www.atpworldtour.com/en/players/luis-valero/v781/overview,COL,,1996.06.05,1601,1608,,4,2
"Redhill, Great Britain","Right-Handed, Two-Handed Backhand",Andrew Watson,168,http://www.atpworldtour.com/en/players/andrew-watson/wb14/overview,GBR,193,1996.08.28,1601,1571,"Reigate, Surrey, UK",4,2
,,Matic Spec,,http://www.atpworldtour.com/en/players/matic-spec/sq44/overview,SLO,,1995.02.26,1601,1608,,4,2
,,Harrison Scott,,http://www.atpworldtour.com/en/players/harrison-scott/sy69/overview,CAN,,1997.03.12,1601,1608,,4,2
,,Franco Scaravilli,,http://www.atpworldtour.com/en/players/franco-scaravilli/sk36/overview,ARG,,1990.04.23,1601,1608,,4,2
,,Dalwinder Singh,,http://www.atpworldtour.com/en/players/dalwinder-singh/sy55/overview,IND,,1996.04.25,1601,1608,,4,2
"Philadelphia, PA, USA","Right-Handed, Two-Handed Backhand",Samuel Shropshire,180,http://www.atpworldtour.com/en/players/samuel-shropshire/sr94/overview,USA,188,1994.11.20,1601,1608,"Chicago, IL, USA",4,2
,,Martin Redlicki,,http://www.atpworldtour.com/en/players/martin-redlicki/rc93/overview,USA,,1995.08.24,1601,1608,,4,2
"Choler, France",Right-Handed,Alexandre Penaud,198,http://www.atpworldtour.com/en/players/alexandre-penaud/pb24/overview,FRA,,1987.05.20,1601,1608,France,4,2
,,Oleg Prihodko,,http://www.atpworldtour.com/en/players/oleg-prihodko/pl64/overview,UKR,,1997.10.03,1601,1608,"Right-Handed, Two-Handed Backhand",4,2
,,Inigo Santos-Fernandez,,http://www.atpworldtour.com/en/players/inigo-santos-fernandez/sk05/overview,ESP,,1990.06.13,1601,1608,,4,2
,,Ryan Peniston,,http://www.atpworldtour.com/en/players/ryan-peniston/ph78/overview,GBR,,1995.11.10,1601,1608,,4,2
,,Andrei Levine,,http://www.atpworldtour.com/en/players/andrei-levine/l887/overview,RUS,,1988.09.11,1601,1608,,4,2
"Lugano, Switzerland","Right-Handed, Two-Handed Backhand",Riccardo Maiga,159,http://www.atpworldtour.com/en/players/riccardo-maiga/mg80/overview,SUI,183,1989.07.05,1601,1608,"Lugano, Switzerland",4,2
,,Piotr Gadomski,,http://www.atpworldtour.com/en/players/piotr-gadomski/gc49/overview,POL,,1991.01.21,1601,1608,,4,2
,,Petr Hajek,,http://www.atpworldtour.com/en/players/petr-hajek/hh36/overview,CZE,,1997.03.12,1601,1608,,4,2
,,Jakob Johansson-Holm,,http://www.atpworldtour.com/en/players/jakob-johansson-holm/j724/overview,SWE,,1995.05.15,1601,1608,,4,2
,,Renan Conti Espricigo,,http://www.atpworldtour.com/en/players/renan-conti-espricigo/e833/overview,BRA,,1992.11.17,1601,1608,"Right-Handed, Two-Handed Backhand",4,2
,,Max De Vroome,,http://www.atpworldtour.com/en/players/max-de-vroome/dc07/overview,NED,,1994.06.01,1601,1608,"Right-Handed, Two-Handed Backhand",4,2
,,Jeremy Efferding,,http://www.atpworldtour.com/en/players/jeremy-efferding/e779/overview,USA,,1993.05.04,1601,1571,,4,2
,,George Davies,,http://www.atpworldtour.com/en/players/george-davies/df96/overview,GBR,,1995.04.25,1601,1608,"Right-Handed, Two-Handed Backhand",4,2
,,Andres Gabriel Ciurletti,,http://www.atpworldtour.com/en/players/andres-gabriel-ciurletti/cn39/overview,ITA,,1998.01.04,1601,1608,,4,2
"Sao Paulo, Brazil","Right-Handed, Two-Handed Backhand",Marcos Vinicius  Dias,179,http://www.atpworldtour.com/en/players/marcos-vinicius--dias/d946/overview,BRA,183,1993.04.24,1601,1608,"Sao Paulo, Brazil",4,2
,,Zhansultan Chembotayev,,http://www.atpworldtour.com/en/players/zhansultan-chembotayev/ch97/overview,KAZ,,1997.06.11,1601,1608,,4,2
,,A.J. Catanzariti,,http://www.atpworldtour.com/en/players/aj-catanzariti/ci19/overview,USA,,1995.08.21,1601,1608,,4,2
,,Francesco Bessire,,http://www.atpworldtour.com/en/players/francesco-bessire/bm50/overview,ITA,,1994.02.21,1601,1640,"Right-Handed, Two-Handed Backhand",4,2
,,Franco Capalbo,,http://www.atpworldtour.com/en/players/franco-capalbo/ch60/overview,ARG,,1997.12.26,1601,1608,,4,2
,,Dennis Bogaert,,http://www.atpworldtour.com/en/players/dennis-bogaert/bp62/overview,BEL,,1992.03.06,1601,1608,"Right-Handed, Two-Handed Backhand",4,2
"Belgrade, Serbia",Right-Handed,Arsenije Zlatanovic,170,http://www.atpworldtour.com/en/players/arsenije-zlatanovic/z245/overview,SRB,193,1989.12.04,1630,1636,"Belgrade, Serbia",5,2
"Richmond, Virginia","Right-Handed, Two-Handed Backhand",Max Schnur,205,http://www.atpworldtour.com/en/players/max-schnur/sx88/overview,USA,196,1993.02.15,1630,1636,New York,5,2
,,Yuriy Kryvoy,,http://www.atpworldtour.com/en/players/yuriy-kryvoy/ke26/overview,UKR,,1995.01.27,1630,1450,"Right-Handed, Two-Handed Backhand",5,2
,,Matvey Khomentovskiy,,http://www.atpworldtour.com/en/players/matvey-khomentovskiy/kg23/overview,RUS,,1994.08.25,1630,1667,"Right-Handed, Two-Handed Backhand",5,2
,,Eduard Guell Bartrina,,http://www.atpworldtour.com/en/players/eduard-guell-bartrina/gj62/overview,ESP,,1998.09.06,1630,1636,"Right-Handed, Two-Handed Backhand",5,2
"Skopje, Macedonia",,Bojan Jankulovski,,http://www.atpworldtour.com/en/players/bojan-jankulovski/j742/overview,MKD,,1998.11.27,1630,1636,Left-Handed,5,2
,,Chih-Jen Ho,,http://www.atpworldtour.com/en/players/chih-jen-ho/hb13/overview,TPE,,1994.03.18,1630,1450,,5,2
,,Zihao Xia,,http://www.atpworldtour.com/en/players/zihao-xia/x015/overview,CHN,,1997.01.30,1637,2070,,5,2
,,Saar Steele,,http://www.atpworldtour.com/en/players/saar-steele/s932/overview,ISR,,1984.09.28,1637,1640,Right-Handed,5,2
,,Giulio Torroni,165,http://www.atpworldtour.com/en/players/giulio-torroni/t833/overview,ITA,,1983.12.08,1637,1455,,5,2
,,Anoosha Shahgholi,,http://www.atpworldtour.com/en/players/anoosha-shahgholi/sb57/overview,IRI,,1981.11.10,1637,1640,,5,2
"Englewood, New Jersey, USA","Right-Handed, Two-Handed Backhand",Michael-Ray Pallares-Gonzalez,175,http://www.atpworldtour.com/en/players/michael-ray-pallares-gonzalez/pb08/overview,DOM,191,1980.12.15,1637,1640,"Miami, Florida, USA",5,2
,,Koichi Sano,,http://www.atpworldtour.com/en/players/koichi-sano/sm24/overview,JPN,,1988.09.21,1637,1640,,5,2
,,Cagatay Sami Soke,,http://www.atpworldtour.com/en/players/cagatay-sami-soke/sy15/overview,TUR,,1998.07.13,1637,1640,,5,2
,,Henrique Sousa,,http://www.atpworldtour.com/en/players/henrique-sousa/so36/overview,POR,,1994.12.09,1637,1640,,5,2
,,Yshai Oliel,,http://www.atpworldtour.com/en/players/yshai-oliel/o674/overview,ISR,,2000.01.05,1637,1640,"Left-Handed, Two-Handed Backhand",5,2
,,Matteo Martineau,,http://www.atpworldtour.com/en/players/matteo-martineau/mw76/overview,FRA,,1999.01.16,1637,1640,,5,2
,,Giacomo Oradini,,http://www.atpworldtour.com/en/players/giacomo-oradini/o377/overview,ITA,,1990.05.24,1637,1640,,5,2
,,Robin Peham,,http://www.atpworldtour.com/en/players/robin-peham/pm16/overview,AUT,,1996.04.30,1637,1669,,5,2
"Montreal, Canada","Right-Handed, One-Handed Backhand",Antoine Leduc,170,http://www.atpworldtour.com/en/players/antoine-leduc/lb06/overview,CAN,178,1988.01.24,1637,1640,"Montreal, Canada",5,2
,,Alexandru Vasile Manole,,http://www.atpworldtour.com/en/players/alexandru-vasile-manole/mp84/overview,ROU,,1998.09.21,1637,1640,,5,2
,,Patrick Kypson,,http://www.atpworldtour.com/en/players/patrick-kypson/k0a3/overview,USA,,1999.10.28,1637,1640,,5,2
,,Joshua Luck,,http://www.atpworldtour.com/en/players/joshua-luck/lh61/overview,RSA,,1995.11.20,1637,1640,,5,2
,,Jan Meyer,,http://www.atpworldtour.com/en/players/jan-meyer/mw87/overview,GER,,1993.04.08,1637,1640,,5,2
"Novy Jicin, Czech Republic","Left-Handed, Two-Handed Backhand",Jan Kuncik,207,http://www.atpworldtour.com/en/players/jan-kuncik/kc36/overview,CZE,198,1993.03.20,1637,1640,"Prague, Czech Republic",5,2
,,Basil Khuma,,http://www.atpworldtour.com/en/players/basil-khuma/ki59/overview,IND,,1998.03.24,1637,1640,"Right-Handed, Two-Handed Backhand",5,2
"Mumbai, India",Jose/Oscar,Shahbaaz Khan,176,http://www.atpworldtour.com/en/players/shahbaaz-khan/kc44/overview,IND,185,1992.07.04,1637,2144,"Right-Handed, Two-Handed Backhand",5,2
"Saint-Malo, France",,Manuel Guinard,165,http://www.atpworldtour.com/en/players/manuel-guinard/gh33/overview,FRA,,1995.11.15,1637,1640,"Right-Handed, Two-Handed Backhand",5,2
"Sao Paulo, Brazil","Right-Handed, One-Handed Backhand",Antonioni Fasano,174,http://www.atpworldtour.com/en/players/antonioni-fasano/fa48/overview,BRA,183,1998.06.28,1637,1640,"Sao Paulo, Brazil",5,2
,,Oh-Hee Kwon,,http://www.atpworldtour.com/en/players/oh-hee-kwon/k418/overview,KOR,,1978.06.18,1637,1640,Right-Handed,5,2
"Paris, France","Right-Handed, One-Handed Backhand",Thomas Grinberg,161,http://www.atpworldtour.com/en/players/thomas-grinberg/ge75/overview,FRA,178,1994.06.27,1637,1338,"Vincennes, France",5,2
,,Trent Botha,,http://www.atpworldtour.com/en/players/trent-botha/bv02/overview,RSA,,1996.01.04,1637,1640,,5,2
,,Samm Butler,,http://www.atpworldtour.com/en/players/samm-butler/bl41/overview,GBR,,1995.02.09,1637,1640,"Left-Handed, Two-Handed Backhand",5,2
,,Remy Chala,,http://www.atpworldtour.com/en/players/remy-chala/ch53/overview,FRA,,1995.02.06,1637,1640,"Ambidextrous, Two-Handed Backhand",5,2
,,Jordan Correia Passos Do Carmo,,http://www.atpworldtour.com/en/players/jordan-correia-passos-do-carmo/cn08/overview,BRA,,1997.07.05,1637,1640,,5,2
,,Geronimo Barrios,,http://www.atpworldtour.com/en/players/geronimo-barrios/bu31/overview,CHI,,1997.11.17,1637,1640,,5,2
,,Rodrigo Castro Aravena,,http://www.atpworldtour.com/en/players/rodrigo-castro-aravena/ch43/overview,CHI,,1993.06.14,1637,1640,,5,2
,,Federico Nicolas Bertucci,,http://www.atpworldtour.com/en/players/federico-nicolas-bertucci/bk99/overview,ARG,,1993.10.15,1637,1640,,5,2
,,Jose-Ricardo Nunes,,http://www.atpworldtour.com/en/players/jose-ricardo-nunes/n605/overview,POR,,1986.07.24,1668,1667,,6,2
,,Lloyd Segal,,http://www.atpworldtour.com/en/players/lloyd-segal/sr50/overview,RSA,,1995.05.17,1669,1669,,6,2
,,Rashein Samuel,,http://www.atpworldtour.com/en/players/rashein-samuel/sz02/overview,IND,,1992.08.03,1669,1669,,6,2
,,Joshua Peck,,http://www.atpworldtour.com/en/players/joshua-peck/pm28/overview,CAN,,1998.12.10,1669,1669,,6,2
,,Jonathan Stenberg,,http://www.atpworldtour.com/en/players/jonathan-stenberg/su61/overview,SWE,,1989.08.21,1669,1669,,6,2
,,Lukas Weinhandl,,http://www.atpworldtour.com/en/players/lukas-weinhandl/w556/overview,AUT,,1988.02.27,1669,1669,,6,2
"Chiba, Japan",Right-Handed,Masayoshi Ono,176,http://www.atpworldtour.com/en/players/masayoshi-ono/o572/overview,JPN,185,1996.06.11,1669,1669,"Chiba, Japan",6,2
"Stuttgart, Germany","Right-Handed, Two-Handed Backhand",Yvo Panak,172,http://www.atpworldtour.com/en/players/yvo-panak/pi06/overview,CZE,185,1995.08.21,1669,1669,"Ernsgaden, Germany",6,2
,,Luke Oakley,,http://www.atpworldtour.com/en/players/luke-oakley/o640/overview,GBR,,1997.05.29,1669,1669,Left-Handed,6,2
,,Riccardo Merone,,http://www.atpworldtour.com/en/players/riccardo-merone/mi63/overview,ITA,,1990.01.27,1669,1669,,6,2
,,Clement Larriere,,http://www.atpworldtour.com/en/players/clement-larriere/lh74/overview,FRA,,1997.05.21,1669,1669,"Right-Handed, Two-Handed Backhand",6,2
,,Diogo Lourenco,,http://www.atpworldtour.com/en/players/diogo-lourenco/ld48/overview,POR,,1995.07.16,1669,1669,,6,2
,,Kazuma Kawachi,,http://www.atpworldtour.com/en/players/kazuma-kawachi/ke85/overview,JPN,,1994.10.11,1669,1669,"Right-Handed, Two-Handed Backhand",6,2
Pingtung,,Hsin Lin,143,http://www.atpworldtour.com/en/players/hsin-lin/ld86/overview,TPE,175,1997.10.11,1669,1669,"Left-Handed, Two-Handed Backhand",6,2
,,Chayanon Kaewsuto,,http://www.atpworldtour.com/en/players/chayanon-kaewsuto/ke43/overview,THA,,1995.06.16,1669,1669,,6,2
Mendoza,Sten Van Beurden,Facundo Jofre,143,http://www.atpworldtour.com/en/players/facundo-jofre/j532/overview,ARG,170,1995.02.09,1669,1669,"Right-Handed, Two-Handed Backhand",6,2
"Minsk, Belarus","Right-Handed, Two-Handed Backhand",Aleksei Khomich,176,http://www.atpworldtour.com/en/players/aleksei-khomich/kg28/overview,BLR,191,1997.01.10,1669,1669,Belarus,6,2
"Shanghai, China","Right-Handed, Two-Handed Backhand",Runhao Hua,153,http://www.atpworldtour.com/en/players/runhao-hua/hc23/overview,CHN,185,1996.03.06,1669,1669,China,6,2
,,Bruno Pedrosa,,http://www.atpworldtour.com/en/players/bruno-pedrosa/pg09/overview,POR,,1993.03.14,1669,1669,"Right-Handed, Two-Handed Backhand",6,2
,,Roman Jebavy,,http://www.atpworldtour.com/en/players/roman-jebavy/j321/overview,CZE,,1989.11.16,1669,1669,Czech Republic,6,2
,,Maksim Malyshev,,http://www.atpworldtour.com/en/players/maksim-malyshev/mm55/overview,RUS,,1992.04.12,1669,1669,,6,2
,,Razvan Bobleaga,,http://www.atpworldtour.com/en/players/razvan-bobleaga/bv03/overview,ROU,,1998.08.22,1669,1669,,6,2
,,Pavel Filin,,http://www.atpworldtour.com/en/players/pavel-filin/f744/overview,BLR,,1992.03.29,1669,1669,,6,2
,,Zdenek Derkas,,http://www.atpworldtour.com/en/players/zdenek-derkas/dc93/overview,CZE,,1996.04.30,1669,1669,,6,2
"Oslo, Norway","Right-Handed, Two-Handed Backhand",Joachim Bjerke,159,http://www.atpworldtour.com/en/players/joachim-bjerke/bm15/overview,NOR,178,1994.11.11,1669,1669,"Oslo, Norway",6,2
,,Philipp Dittmer,,http://www.atpworldtour.com/en/players/philipp-dittmer/d976/overview,GER,,1991.03.11,1669,1669,,6,2
Muenster,"Left-Handed, One-Handed Backhand",Boris Nicola Bakalov,165,http://www.atpworldtour.com/en/players/boris-nicola-bakalov/bf34/overview,BUL,183,1980.11.23,1669,1703,USA,6,2
,,Evan Furness,,http://www.atpworldtour.com/en/players/evan-furness/fc26/overview,FRA,,1998.08.13,1669,1669,"Right-Handed, Two-Handed Backhand",6,2
"Ashkelon, Israel","Left-Handed, Two-Handed Backhand",Dor Belfer,181,http://www.atpworldtour.com/en/players/dor-belfer/bh31/overview,ISR,,1993.03.16,1669,1669,"Kiryat Gat, Israel",6,2
,,David Szintai,,http://www.atpworldtour.com/en/players/david-szintai/s09v/overview,HUN,,1997.06.09,1697,1703,,7,2
,,Manish Sureshkumar,,http://www.atpworldtour.com/en/players/manish-sureshkumar/sy74/overview,IND,,1999.08.13,1697,1703,"Right-Handed, Two-Handed Backhand",7,2
,,Alexander Weis,,http://www.atpworldtour.com/en/players/alexander-weis/wb19/overview,ITA,,1997.04.24,1697,1703,,7,2
"Rome, Italy","Right-Handed, One-Handed Backhand",Gian Marco Moroni,198,http://www.atpworldtour.com/en/players/gian-marco-moroni/mp83/overview,ITA,185,1998.02.13,1697,1703,Guidonia Montecelio,7,2
,,Alejandro Ortega Palacios,,http://www.atpworldtour.com/en/players/alejandro-ortega-palacios/o651/overview,ESP,,1997.02.01,1697,1703,,7,2
"Moscow, Russia",,Alexander Mozgovoy,,http://www.atpworldtour.com/en/players/alexander-mozgovoy/mq93/overview,RUS,,1995.04.04,1697,1703,Right-Handed,7,2
,,Kevin Sielmann,,http://www.atpworldtour.com/en/players/kevin-sielmann/so31/overview,ESP,,1991.11.01,1697,1703,,7,2
,,Mason Recci,,http://www.atpworldtour.com/en/players/mason-recci/rh85/overview,GBR,,1997.01.23,1697,1703,"Right-Handed, Two-Handed Backhand",7,2
"Munich, Germany","Right-Handed, Two-Handed Backhand",Stefan Merunka,176,http://www.atpworldtour.com/en/players/stefan-merunka/mk29/overview,CRO,185,1994.10.04,1697,1703,"Munich, Germany",7,2
,,Harrison Lombe,,http://www.atpworldtour.com/en/players/harrison-lombe/le15/overview,AUS,,1995.01.14,1697,1703,,7,2
,,Antonio Miro,,http://www.atpworldtour.com/en/players/antonio-miro/mv98/overview,ESP,,1996.08.13,1697,1669,"Right-Handed, Two-Handed Backhand",7,2
,,Robin Lang,,http://www.atpworldtour.com/en/players/robin-lang/lh83/overview,GER,,1996.02.03,1697,1703,,7,2
Wil,"Right-Handed, One-Handed Backhand",Adrian Bodmer,163,http://www.atpworldtour.com/en/players/adrian-bodmer/bk12/overview,SUI,183,1995.03.06,1697,1669,Niederwil,7,2
,,Alexander Braun,,http://www.atpworldtour.com/en/players/alexander-braun/bo09/overview,GER,,1995.03.28,1697,1481,"Right-Handed, Two-Handed Backhand",7,2
